name,id,url,ingredients
ulundu_bonda_recipe_urad_dal_bonda_vada_recipe_pepper_bonda_milagu_bonda_crispy_urad_dal_vada_recipe,HFO:IND-['MK']-P02-0004727,https://www.masalakorb.com/ulundu-bonda-vadai-urad-dal-bonda-vada/,"['urad_dal', 'pepper', 'file:/indian_food_ontology.owl#cumin_seeds', 'file:/indian_food_ontology.owl#curry_leaves', 'coconut', 'salt', 'oil']"
corn_chickpea_salad_sweet_corn_and_chickpea_sundal_spicy_corn_salad_recipe_masala_sundal_recipe_protein_rich_snack_ideas,HFO:IND-['MK']-P02-0004728,https://www.masalakorb.com/corn-chickpea-salad-masala-sundal/,[]
bobbatlu_or_puran_poli_sweet_paruppu_poli_boli_sweet_puran_poli_recipe_bakshalu_holige_obattu,HFO:IND-['MK']-P02-0004729,https://www.masalakorb.com/bobbatlu-or-puran-poli/,"['all_purpose_flour_or_maida', 'oil', 'salt', 'water', 'split_bengal_gram_chana_dal_or_chanaga_pappu', 'desiccated_coconut', 'powdered_jaggery', 'cardamom_powder', 'file:/indian_food_ontology.owl#ghee']"
ammini_kozhukattai_recipe_steamed_rice_flour_balls_mani_kozhukattai_kara_kozhukattai_ganesh_chaturthi_recipes,HFO:IND-['MK']-P02-0004730,https://www.masalakorb.com/kara-ammini-kozhukattai-mani-kozhukattai/,"['idiyappam_flour', 'grated_coconut', 'water', 'sesame_oil', 'salt', 'orange_and_green_food_colours', 'oil', 'chana_dal', 'urad_dal', 'file:/indian_food_ontology.owl#mustard_seeds', 'file:/indian_food_ontology.owl#cumin_seeds', 'dry_red_chillies', 'file:/indian_food_ontology.owl#asafoetida', 'file:/indian_food_ontology.owl#curry_leaves', 'gun_powder_or_curry_leaves_powder', 'grated_fresh_coconut']"
apple_ginger_mint_juice_refreshing_summer_fruit_drinks_apple_ginger_detox_smoothie,HFO:IND-['MK']-P02-0004731,https://www.masalakorb.com/apple-ginger-mint-juice-detox-smoothie/,"['apple', 'apple_juice', 'fresh_ginger', 'file:/indian_food_ontology.owl#mint_leaves']"
crispy_ragi_dosa_recipe_for_weight_loss_finger_millet_dosa_recipe_how_to_make_ragi_dosa_batter_healthy_breakfast_recipe,HFO:IND-['MK']-P02-0004732,https://www.masalakorb.com/crispy-ragi-dosa-recipe-millet-dosa/,"['ragi_finger_millet', 'idli_rice', 'urad_dal', 'file:/indian_food_ontology.owl#fenugreek_seeds', 'poha_flattened_rice', 'salt', 'water']"
chettinad_kara_chutney_recipe_onion_tomato_garlic_chutney_spicy_kara_chutney_side_dish_for_idli_dosa,HFO:IND-['MK']-P02-0004733,https://www.masalakorb.com/chettinad-kara-chutney-onion-chutney/,"['dry_red_chillies', 'shallots', 'tomatoes', 'garlic_pods', 'file:/indian_food_ontology.owl#cumin_seeds', 'sesame_oil', 'file:/indian_food_ontology.owl#mustard_seeds', 'black_gram_urad_dal', 'file:/indian_food_ontology.owl#curry_leaves', 'thick_tamarind_extract', 'salt', 'jaggery_powder', 'file:/indian_food_ontology.owl#asafoetida']"
hotel_tiffin_sambar_recipe_recipe_for_tiffin_sambar_hotel_style_sambar_recipe_hotel_idli_sambar_quick_sambar_for_idli_dosa_pongal_vada,HFO:IND-['MK']-P03-0004739,https://www.masalakorb.com/hotel-tiffin-sambar-recipe-idli-sambar/,"['dry_red_chillies', 'kashmiri_red_chillies', 'file:/indian_food_ontology.owl#coriander_seeds', 'file:/indian_food_ontology.owl#cumin_seeds', 'black_peppercorns', 'file:/indian_food_ontology.owl#fenugreek_seeds', 'toor_dal', 'moong_dal', 'water', 'file:/indian_food_ontology.owl#turmeric_powder', 'oil', 'file:/indian_food_ontology.owl#drumstick', 'shallots_small_onions', 'file:/indian_food_ontology.owl#ghee', 'file:/indian_food_ontology.owl#curry_leaves', 'large_tomato', 'thick_tamarind_extract', 'grated_jaggery', 'fresh_coriander', 'oil_or_ghee', 'file:/indian_food_ontology.owl#mustard_seeds', 'large_onion_cubed_in_quarters', 'sambar_powder_prepared_powder', 'file:/indian_food_ontology.owl#asafoetida']"
sea_breeze_mocktail_november_sea_breeze_seabreeze_drink_summer_drinks_easy_mocktail_recipes,HFO:IND-['MK']-P03-0004740,https://www.masalakorb.com/sea-breeze-mocktail-november-sea-breeze/,"['cranberry_juice', 'grapefruit_juice', 'ice_cubes', 'grapefruit_wedge_or_lime_wedge']"
virgin_pina_colada_recipe_how_to_make_virgin_pina_colada_virgin_piña_colada_non_alcoholic_pina_colada_punch_recipe,HFO:IND-['MK']-P03-0004741,https://www.masalakorb.com/virgin-pina-colada/,"['coconut_milk', 'pineapple_juice', 'crushed_ice', 'crushed_pineapple', 'brown_sugar']"
kunuku_recipe_with_adai_batter_lentil_fritters_recipe_adai_kunukku_recipe_lentil_pakora_vegan_and_gluten_free_snacks,HFO:IND-['MK']-P03-0004742,https://www.masalakorb.com/kunuku-recipe-lentil-fritters-pakora/,"['raw_rice', 'idli_rice', 'tur_dal', 'chana_dal', 'moong_dal', 'urad_dal', 'red_chillies', 'file:/indian_food_ontology.owl#cumin_seeds', 'a_sprigs_curry_leaves', '1_4_tsp_asafoetida', 'salt_to_taste', 'required_oil_ghee_to_deep_fry', 'onion', 'green_chillies', 'ginger_piece', 'file:/indian_food_ontology.owl#curry_leaves', 'fresh_coriander']"
bengali_mishti_doi_recipe_how_to_make_mishti_doi_bengali_sweet_yoghurt_recipe_mishti_dahi,HFO:IND-['MK']-P03-0004743,https://www.masalakorb.com/bengali-mishti-doi-recipe-sweet-yoghurt/,"['full_fat_milk', 'white_granulated_sugar', 'thick_yogurt', 'water']"
crispy_adai_dosa_recipe_mixed_lentil_dosa_south_indian_adai_dosa_recipe_protein_rich_dosa_recipe,HFO:IND-['MK']-P03-0004744,https://www.masalakorb.com/crispy-adai-dosa-recipe-mixed-lentil-dosa/,"['raw_rice', 'idli_rice', 'tur_dal', 'chana_dal', 'moong_dal', 'urad_dal', 'red_chillies', 'file:/indian_food_ontology.owl#cumin_seeds', 'file:/indian_food_ontology.owl#curry_leaves', 'file:/indian_food_ontology.owl#asafoetida', 'salt', 'oil_ghee']"
easy_aviyal_recipe_how_to_make_avial_curry_onam_sadya_aviyal_recipe_vegetable_avial_recipe_south_indian_style,HFO:IND-['MK']-P03-0004745,https://www.masalakorb.com/easy-aviyal-recipe-avial-curry-onam-sadya/,"['file:/indian_food_ontology.owl#drumstick', 'raw_plantain', 'white_pumpkin', 'carrot', 'french_beans', 'potato', 'yoghurt', 'water', 'coconut_grated', 'green_chillies', 'file:/indian_food_ontology.owl#cumin_seeds', 'file:/indian_food_ontology.owl#coconut_oil', 'green_chillies_slit', 'file:/indian_food_ontology.owl#curry_leaves']"
kashayam_recipe_for_immunity_best_natural_immunity_booster_drink_how_to_make_kashayam_powder_kashaya_powder,HFO:IND-['MK']-P03-0004746,https://www.masalakorb.com/kashayam-recipe-immunity-booster-drink/,"['file:/indian_food_ontology.owl#coriander_seeds', 'file:/indian_food_ontology.owl#cumin_seeds', 'black_peppercorn', 'fennel_seeds', 'carom_seeds', 'file:/indian_food_ontology.owl#cloves', 'cardamom_pods', 'cinnamon_powder', 'dry_ginger_powder', 'file:/indian_food_ontology.owl#turmeric_powder', 'water', 'freshly_ground_kashaya_powder', 'jaggery_powder']"
usirikaya_pachadi_recipe_amla_pickle_andhra_style_indian_gooseberry_pickle_usiri_avakaya_usiri_uragaya,HFO:IND-['MK']-P03-0004747,https://www.masalakorb.com/usirikaya-pachadi-recipe-amla-pickle-andhra/,"['amla_usirikaya_nellikai_indian_gooseberry', 'sesame_oil', 'tamarind', 'red_chilli_powder', 'salt', 'file:/indian_food_ontology.owl#turmeric_powder', 'fenugreek_powder', 'mustard_powder', 'file:/indian_food_ontology.owl#mustard_seeds', 'file:/indian_food_ontology.owl#fenugreek_seeds', 'channa_dal', 'dry_red_chillies', 'garlic', 'file:/indian_food_ontology.owl#asafoetida', 'file:/indian_food_ontology.owl#curry_leaves']"
golden_turmeric_milk_recipe_masala_haldi_doodh_turmeric_golden_milk_latte_haldi_milk_for_immunity_and_weight_loss,HFO:IND-['MK']-P03-0004748,https://www.masalakorb.com/golden-turmeric-milk-haldi-doodh/,"['whole_milk', 'file:/indian_food_ontology.owl#turmeric_powder', 'black_peppercorns_lightly_crushed', 'dry_ginger_powder', 'file:/indian_food_ontology.owl#ghee', 'cardamom', 'honey_or_any_sweetener_of_choice']"
soft_ragi_idli_recipe_finger_millet_idli_vegan_and_gluten_free_recipe_how_to_make_soft_ragi_idli_soft_nachni_idli,HFO:IND-['MK']-P03-0004749,https://www.masalakorb.com/soft-ragi-idli-recipe-finger-millet-idli/,"['ragi_finger_millet', 'idli_rice', 'urad_dal', 'file:/indian_food_ontology.owl#fenugreek_seeds', 'poha_flattened_rice', 'salt', 'water']"
andhra_spicy_mutton_curry_recipe_simple_mutton_curry_in_pressure_cooker_easy_mutton_curry_recipe_mamsam_koora,HFO:IND-['MK']-P03-0004750,https://www.masalakorb.com/andhra-spicy-mutton-curry-recipe-mamsam-koora/,"['mutton', 'red_chilli_powder', 'file:/indian_food_ontology.owl#turmeric_powder', 'yoghurt', 'salt', 'ginger', 'garlic', 'cinnamon_stick', 'file:/indian_food_ontology.owl#cloves', 'file:/indian_food_ontology.owl#poppy_seeds', 'desiccated_coconut', 'hot_water', 'oil', 'star_anise', 'kapok_buds_marathi_moggu', 'cardamoms', 'bay_leaves', 'onion', 'green_chilies', 'file:/indian_food_ontology.owl#curry_leaves', 'garam_masala_powder', 'coriander']"
chicken_biryani_pressure_cooker_recipe_spicy_south_indian_chicken_biryani_one_pot_chicken_biryani_recipe_eid_special_chicken_biryani,HFO:IND-['MK']-P04-0004756,https://www.masalakorb.com/chicken-biryani-pressure-cooker-recipe-south-indian/,"['chicken', 'yoghurt', 'file:/indian_food_ontology.owl#turmeric_powder', 'ginger_garlic_paste', 'red_chilli_powder', 'file:/indian_food_ontology.owl#mint_leaves', 'coriander', 'salt', 'vegetable_oil', 'cinnamon_sticks', 'file:/indian_food_ontology.owl#cloves', 'cardamom', 'bay_leaves', 'kalpasi_flowers', 'star_anise', 'kapok_buds', 'large_onion', 'green_chillies', 'large_tomato', 'basmati_rice', 'garam_masala_powder', 'water']"
instant_pot_black_eyed_peas_curry_lobia_masala_curry_lobia_recipe_instant_pot_and_stove_top,HFO:IND-['MK']-P04-0004757,https://www.masalakorb.com/instant-pot-black-eyed-peas-curry-lobia-masala/,"['black_eyed_peas', 'oil', 'file:/indian_food_ontology.owl#mustard_seeds', 'file:/indian_food_ontology.owl#cumin_seeds', 'onions', 'green_chillies', 'tomatoes', 'ginger_garlic_paste', 'file:/indian_food_ontology.owl#turmeric_powder', 'coriander_powder', 'cumin_powder', 'salt', 'water', 'garam_masala_powder', 'ginger', 'coriander']"
beetroot_garlic_lemon_rasam_immunity_boosting_soup_vegan_how_to_make_beetroot_rasam_instant_rasam_recipe_without_dal,HFO:IND-['MK']-P04-0004758,https://www.masalakorb.com/beetroot-garlic-lemon-rasam/,"['beetroot', 'water', 'salt', 'black_pepper', 'file:/indian_food_ontology.owl#cumin_seeds', 'file:/indian_food_ontology.owl#coriander_seeds', 'red_chilies', 'garlic_pods', 'file:/indian_food_ontology.owl#curry_leaves', 'coriander', 'oil', 'file:/indian_food_ontology.owl#mustard_seeds', 'red_chilli', 'file:/indian_food_ontology.owl#asafoetida', 'required_salt']"
instant_rava_dosa_recipe_onion_rava_dosa_suji_dosa_recipe_crispy_rava_dosa_hotel_style,HFO:IND-['MK']-P04-0004759,https://www.masalakorb.com/instant-rava-dosa-recipe-suji-dosa/,"['rava_semolina_suji_unroasted', 'rice_flour', 'maida', 'yoghurt', 'water', 'salt', 'sugar', 'file:/indian_food_ontology.owl#cumin_seeds', 'black_peppercorns', 'green_chillies', 'ginger', 'file:/indian_food_ontology.owl#curry_leaves', 'cashews', 'rava_semolina', 'onions', 'oil_ghee']"
ugadi_pachadi_recipe_how_to_make_ugadi_pachadi_ugadi_recipes_ugadi_subhakankshalu,HFO:IND-['MK']-P04-0004760,https://www.masalakorb.com/ugadi-pachadi-recipe-ugadi-recipes/,"['water', 'mango', 'neem_flowers', 'jaggery_powder', 'coconut', 'roasted_channa_dal', 'ripe_banana', 'tamarind_extract', 'red_chilli_powder', 'salt', 'sugarcane_pieces', 'cashews_chopped', 'raisins']"
mamidikaya_pulihora_mango_rice_recipe_indian_mango_pulihora_raw_mango_rice_andhra_style_mangai_sadam_mavinakayi_chitranna_ugadi_recipes,HFO:IND-['MK']-P04-0004761,https://www.masalakorb.com/mamidikaya-pulihora-raw-mango-rice/,"['plain_rice', 'cooked_rice', 'raw_mango', 'oil', 'file:/indian_food_ontology.owl#turmeric_powder', 'salt', 'file:/indian_food_ontology.owl#mustard_seeds', 'file:/indian_food_ontology.owl#fenugreek_seeds', 'dry_red_chillies', 'blackgram_urad_dal', 'split_bengal_gram_channa_dal', 'peanuts', 'cashews', 'green_chillies', 'ginger', 'file:/indian_food_ontology.owl#curry_leaves', 'file:/indian_food_ontology.owl#asafoetida', 'coriander']"
jeera_biscuits_recipe_eggless_jeera_cookies_zeera_biscuit_recipe_indian_cumin_cookies_recipe,HFO:IND-['MK']-P04-0004762,https://www.masalakorb.com/jeera-biscuits-recipe-eggless-cumin-cookies/,"['all_purpose_flour', 'icing_sugar', 'salt', 'butter', 'custard_powder', 'roasted_cumin_seeds', 'milk']"
avakaya_pachadi_andhra_recipe_andhra_mango_pickle_recipe_how_to_make_raw_mango_pickle_avakai,HFO:IND-['MK']-P04-0004763,https://www.masalakorb.com/avakaya-pachadi-andhra-mango-pickle/,"['raw_green_mangoes', 'mustard_seeds_powder', 'red_chili_powder', 'salt', 'fenugreek_powder', 'file:/indian_food_ontology.owl#gingelly_oil', 'file:/indian_food_ontology.owl#fenugreek_seeds', 'garlic_pods']"
bombay_chutney_recipe_andhra_style_besan_chutney_bombay_besan_chutney_how_to_make_bombay_chutney,HFO:IND-['MK']-P04-0004764,https://www.masalakorb.com/bombay-chutney-recipe-andhra-besan-chutney/,"['gram_flour_besan', 'water', 'oil', 'file:/indian_food_ontology.owl#mustard_seeds', 'urad_dal', 'chana_dal', 'green_chillies', 'ginger', 'file:/indian_food_ontology.owl#curry_leaves', 'onions', 'tomato', 'coriander', 'file:/indian_food_ontology.owl#turmeric_powder', 'salt', 'file:/indian_food_ontology.owl#asafoetida', 'fresh_coriander', '1_2_lemon']"
how_to_prepare_rice_flour_at_home_recipe_for_rice_flour_homemade_rice_flour_chawal_ke_atta_biyyam_pindi_pacharisi_maavu_recipe,HFO:IND-['MK']-P04-0004765,https://www.masalakorb.com/how-to-prepare-rice-flour-at-home-arisimaavu/,['raw_rice']
pav_bhaji_recipe_instant_pot_mumbai_pav_bhaji_recipe_easy_instant_pot_pav_bhaji_spiced_mashed_vegetables,HFO:IND-['MK']-P04-0004766,https://www.masalakorb.com/pav-bhaji-recipe-instant-pot-vegetable-curry/,"['oil', 'butter', 'file:/indian_food_ontology.owl#cumin_seeds', 'ginger', 'garlic_pods', 'green_chillies', 'onion', 'potatoes', 'file:/indian_food_ontology.owl#cauliflower', 'capsicum', 'green_peas', 'carrot', 'tomatoes', 'file:/indian_food_ontology.owl#turmeric_powder', 'kashmiri_red_chilli_powder', 'salt', 'pav_bhaji_masala', 'water', 'fresh_coriander', 'kasoori_methi', 'pavs_or_dinner_rolls', 'red_onion', 'coriander']"
eggless_ladi_pav_bread_buns_recipe_mumbai_pav_recipe_how_to_make_soft_bun_bread_at_home_eggless_dinner_rolls_recipe,HFO:IND-['MK']-P04-0004767,https://www.masalakorb.com/eggless-ladi-pav-bread-buns-recipe-mumbai-pav-rolls/,"['milk', 'sugar', 'active_dry_yeast', 'all_purpose_flour', 'salt', 'milk_powder', 'yeast', 'butter_or_oil', 'extra_flour_for_kneading_the_dough', 'extra_butter_and_flour_for_greasing_and_dusting_the_pan', 'milk_and_butter_for_brushing_pavs']"
pav_bhaji_masala_powder_recipe_how_to_make_pav_bhaji_masala_at_home_mumbai_pav_bhaji_masala_powder_recipe,HFO:IND-['MK']-P05-0004773,https://www.masalakorb.com/homemade-pav-bhaji-masala-powder-recipe/,"['file:/indian_food_ontology.owl#coriander_seeds', 'dry_red_chillies', 'file:/indian_food_ontology.owl#cumin_seeds', 'peppercorns', 'fennel_seeds', 'small_bay_leaves', 'cinnamon_sticks', 'file:/indian_food_ontology.owl#cloves', 'black_cardamom', 'mace_piece', 'star_anise_remove_seeds', 'amchur_powder', 'kashmiri_red_chilli_powder', 'chaat_masala', 'black_salt', 'nutmeg_piece_grated_or_powdered']"
zucchini_tomato_chutney_south_indian_zucchini_pachadi_zucchini_chutney_recipe_indian_zucchini_tomato_pachadi_andhra_style,HFO:IND-['MK']-P05-0004774,https://www.masalakorb.com/zucchini-tomato-chutney/,"['oil', 'green_chilies', 'garlic_pods', 'zucchini', 'tomato', 'tamarind_piece', 'coriander', 'file:/indian_food_ontology.owl#cumin_seeds', 'salt', 'file:/indian_food_ontology.owl#mustard_seeds', 'dry_red_chilies', 'file:/indian_food_ontology.owl#asafoetida', 'file:/indian_food_ontology.owl#curry_leaves']"
potato_bread_rolls_recipe_indian_bread_bonda_recipe_aloo_bread_bonda_easy_bread_potato_rolls,HFO:IND-['MK']-P05-0004775,https://www.masalakorb.com/potato-bread-rolls-recipe-aloo-bread-bonda/,"['bread_slices', 'water', 'oil', 'potatoes', 'ginger', 'garlic', 'green_chillies', 'onion', 'frozen_peas', 'capsicum', 'file:/indian_food_ontology.owl#turmeric_powder', 'red_chilli_powder', 'coriander_powder', 'cumin_powder', 'amchur_powder', 'garam_masala_powder', 'salt', 'chopped_coriander']"
easy_chocolate_dipped_strawberries_recipe_chocolate_covered_strawberries_recipe_microwave_how_to_make_chocolate_dipped_strawberries_at_home_valentines_day_celebration_ideas,HFO:IND-['MK']-P05-0004776,https://www.masalakorb.com/easy-chocolate-dipped-strawberries-recipe-microwave/,"['large_strawberries', 'vegetable_oil', 'white_chocolate', 'bitter_chocolate', 'milk_chocolate', 'sprinkles', 'pistachios']"
bread_rasmalai_recipe_how_to_make_bread_rasmalai_at_home_instant_rasmalai_recipe_with_bread,HFO:IND-['MK']-P05-0004777,https://www.masalakorb.com/bread-rasmalai/,"['milk', 'sugar', 'saffron_strands', 'cardamom_seeds_crushed', 'bread', 'butter', 'water', 'fresh_cream', 'cashews', 'pistachio', 'almonds', 'raisins']"
